,t,rel_power,abs_power,baz,slow
0,33.5,0.1227755631554572,6930.101798741561,30.041363926279132,2.87640400500347
1,33.666666666666664,0.11950357324340383,6801.769059477719,30.041363926279132,2.87640400500347
2,33.833333333333336,0.12055443918358516,6449.726720483351,28.465162142654833,2.832419460461321
3,34.0,0.1226677283694181,6190.982487814052,28.465162142654833,2.832419460461321
4,34.166666666666664,0.11868576231639269,5501.5049574174445,124.50852298766839,1.7474839055052838
5,34.333333333333336,0.10330608457770157,6570.786169898779,213.5304696671331,2.9870721450945905
6,34.5,0.14250938990437234,51871.824805818425,121.67546873810919,1.6568041525780892
7,34.666666666666664,0.10771977945604452,79986.42742994586,125.94211187138232,1.482194319244275
8,34.833333333333336,0.11119930382235153,91922.06342522214,309.69267315066884,3.8987305626318935
9,35.0,0.11286368136640981,95377.13698026682,309.69267315066884,3.8987305626318935
10,35.166666666666664,0.1147658403854835,98793.28534454817,309.69267315066884,3.8987305626318935
11,35.333333333333336,0.115869994498648,100243.77085912431,309.69267315066884,3.8987305626318935
12,35.5,0.11639484671574975,100863.59349505961,309.69267315066884,3.8987305626318935
13,35.666666666666664,0.11570579676818493,100543.1507216266,309.69267315066884,3.8987305626318935
14,35.833333333333336,0.1282103202742603,98310.12102505883,309.69267315066884,3.8987305626318935
15,36.0,0.13695496763085788,47989.84227909545,309.69267315066884,3.8987305626318935
