,t,rel_power,abs_power,baz,slow
0,30.0,0.15640853740913738,36050.6299824044,96.67446904711757,2.839242856819402
1,30.15,0.1516280906386328,34233.80734728264,50.99252744787893,3.8606864674562735
2,30.3,0.13183210174238041,26404.00339606804,33.048124869975226,2.9706059987820668
3,30.45,0.122331049535204,21128.439292694457,37.199812115818304,3.1260518229869447
4,30.6,0.10750588055539373,17402.167326148796,35.40686573726964,3.0549959083442326
5,30.75,0.11044372093336992,32142.839392715312,62.354024636261315,2.133588526403346
6,30.9,0.10638917395314591,76405.1350975982,129.6441749571448,1.3635981812836213
7,31.05,0.11173463916852612,103093.57707618714,66.90317808183916,2.2177691493931464
8,31.2,0.11548817787794911,109287.41795835352,66.90317808183916,2.2177691493931464
9,31.35,0.11672935604675587,110527.69631623675,66.90317808183916,2.2177691493931464
10,31.5,0.11834682370190756,111478.03202113227,66.90317808183916,2.2177691493931464
11,31.65,0.1199440734260847,112285.56825705915,66.90317808183916,2.2177691493931464
12,31.8,0.11781390218349161,110115.4630659463,66.90317808183916,2.2177691493931464
13,31.95,0.11402837802773207,105766.98467631981,65.28255908891661,2.0806249061279645
14,32.1,0.12604170534996226,81535.5393360779,63.43494882292201,1.945379140424817
15,32.25,0.09603012946500748,21872.201812177424,207.40757543781842,0.9124143795447329
16,32.4,0.11810584251850297,12625.619962682691,228.69138598645128,1.3179529581893275
17,32.55,0.13524908781124237,12744.813217845422,223.99491399474584,1.2093386622447821
18,32.7,0.13123881980757854,13587.118216691337,218.418055344822,1.1104053313993045
19,32.85,0.14166473365572518,15611.931268025606,218.418055344822,1.1104053313993045
20,33.0,0.14276011197766267,16561.372582313496,218.418055344822,1.1104053313993045
